PUERTO,OPERACIÓN,AÑO,TIPO_CARGA,TONELADAS,REGIÓN,LATITUD,LONGITUD
Coquimbo,Cabotaje embarcado,2008,Carga general,0,Coquimbo,-29.95,-71.33
Guayacán,Cabotaje embarcado,2008,Carga general,0,Coquimbo,-29.97,-71.35
Punta Chungo,Cabotaje embarcado,2008,Carga general,0,Coquimbo,-31.89,-71.5
Terminal OXIQUIM Quintero,Cabotaje embarcado,2008,Carga general,0,Valparaíso,-32.76,-71.49
Quintero,Cabotaje embarcado,2008,Carga general,0,Valparaíso,-32.77,-71.5
Penco,Cabotaje embarcado,2008,Carga general,0,Biobío,-36.73,-73.01
Coronel,Cabotaje embarcado,2008,Carga general,0,Biobío,-37.04,-73.15
Terminal OXIQUIM Coronel,Cabotaje embarcado,2008,Carga general,0,Biobío,-36.95,-73.17
Corral,Cabotaje embarcado,2008,Carga general,0,Los Ríos,-39.88,-73.42
San José de Calbuco,Cabotaje embarcado,2008,Carga general,0,Los Lagos,-41.79,-73.2
Pargua,Cabotaje embarcado,2008,Carga general,0,Los Lagos,0,0
Maullín,Cabotaje embarcado,2008,Carga general,0,Los Lagos,0,0
Isla Guarello,Cabotaje embarcado,2008,Carga general,0,Magallanes,0,0
Pecket,Cabotaje embarcado,2008,Carga general,0,Magallanes,-52.95,-71.21
Otway - Isla Riesco,Cabotaje embarcado,2008,Carga general,0,Magallanes,-52.94,-71.71
San Gregorio,Cabotaje embarcado,2008,Carga general,0,Magallanes,-52.63,-70.2
Cabo Negro,Cabotaje embarcado,2008,Carga general,0,Magallanes,-52.93,-70.8
Clarencia,Cabotaje embarcado,2008,Carga general,0,Magallanes,0,0
Arica,Cabotaje embarcado,2008,Granel líquido,0,Arica y Parinacota,-18.47,-70.33
Patillos,Cabotaje embarcado,2008,Granel líquido,0,Tarapacá,-20.75,-70.19
Punta Patache,Cabotaje embarcado,2008,Granel líquido,0,Tarapacá,-20.8,-70.19
Tocopilla,Cabotaje embarcado,2008,Granel líquido,0,Antofagasta,-22.09,-70.21
Caleta Michilla,Cabotaje embarcado,2008,Granel líquido,0,Antofagasta,-22.72,-70.29
Mejillones,Cabotaje embarcado,2008,Granel líquido,0,Antofagasta,-23.09,-70.42
Puerto Angamos,Cabotaje embarcado,2008,Granel líquido,0,Antofagasta,-23.07,-70.39
Antofagasta,Cabotaje embarcado,2008,Granel líquido,0,Antofagasta,-23.65,-70.41
Caleta Coloso,Cabotaje embarcado,2008,Granel líquido,0,Antofagasta,-23.76,-70.47
Chañaral / Barquito,Cabotaje embarcado,2008,Granel líquido,0,Atacama,-26.36,-70.65
Caldera / Calderilla,Cabotaje embarcado,2008,Granel líquido,0,Atacama,-27.05,-70.84
Huasco / Guacolda,Cabotaje embarcado,2008,Granel líquido,0,Atacama,-28.46,-71.25
Coquimbo,Cabotaje embarcado,2008,Granel líquido,0,Coquimbo,-29.95,-71.33
Guayacán,Cabotaje embarcado,2008,Granel líquido,0,Coquimbo,-29.97,-71.35
Punta Chungo,Cabotaje embarcado,2008,Granel líquido,0,Coquimbo,-31.89,-71.5
Isla Juan Fernández,Cabotaje embarcado,2008,Granel líquido,0,Valparaíso,-33.64,-78.82
Isla de Pascua,Cabotaje embarcado,2008,Granel líquido,0,Valparaíso,-27.15,-109.44
Valparaíso,Cabotaje embarcado,2008,Granel líquido,0,Valparaíso,-33.03,-71.63
Penco,Cabotaje embarcado,2008,Granel líquido,0,Biobío,-36.73,-73.01
Lirquén,Cabotaje embarcado,2008,Granel líquido,0,Biobío,-36.71,-72.97
Talcahuano,Cabotaje embarcado,2008,Granel líquido,0,Biobío,-36.71,-73.11
Coronel,Cabotaje embarcado,2008,Granel líquido,0,Biobío,-37.04,-73.15
Corral,Cabotaje embarcado,2008,Granel líquido,0,Los Ríos,-39.88,-73.42
Puerto Montt,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,-41.48,-72.96
San José de Calbuco,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,-41.79,-73.2
Calbuco,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,0,0
Pargua,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,0,0
Maullín,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,0,0
Quemchi,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,0,0
Castro,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,-42.48,-73.76
Quellón,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,-43.12,-73.58
Chonchi,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,-42.62,-73.77
Chaitén,Cabotaje embarcado,2008,Granel líquido,0,Los Lagos,-42.91,-72.72
Melinka,Cabotaje embarcado,2008,Granel líquido,0,Aysén,-43.9,-73.75
Puerto Aguirre,Cabotaje embarcado,2008,Granel líquido,0,Aysén,-45.17,-73.52
Puerto Cisnes,Cabotaje embarcado,2008,Granel líquido,0,Aysén,-44.73,-72.69
Chacabuco,Cabotaje embarcado,2008,Granel líquido,0,Aysén,-45.47,-72.83
Lago General Carrera,Cabotaje embarcado,2008,Granel líquido,0,Aysén,0,0
Puerto Natales,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,-51.75,-72.53
Isla Guarello,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,0,0
Pecket,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,-52.95,-71.21
Otway - Isla Riesco,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,-52.94,-71.71
Punta Arenas,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,-53.17,-70.9
Tres Puentes,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,-53.12,-70.87
Clarencia,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,0,0
Porvenir,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,0,0
Puerto Williams,Cabotaje embarcado,2008,Granel líquido,0,Magallanes,-54.93,-67.61
Caleta Michilla,Cabotaje embarcado,2008,Granel sólido,0,Antofagasta,-22.72,-70.29
Mejillones,Cabotaje embarcado,2008,Granel sólido,0,Antofagasta,-23.09,-70.42
Puerto Angamos,Cabotaje embarcado,2008,Granel sólido,0,Antofagasta,-23.07,-70.39
Caleta Coloso,Cabotaje embarcado,2008,Granel sólido,0,Antofagasta,-23.76,-70.47
Chañaral / Barquito,Cabotaje embarcado,2008,Granel sólido,0,Atacama,-26.36,-70.65
Caldera / Calderilla,Cabotaje embarcado,2008,Granel sólido,0,Atacama,-27.05,-70.84
Punta Chungo,Cabotaje embarcado,2008,Granel sólido,0,Coquimbo,-31.89,-71.5
Isla Juan Fernández,Cabotaje embarcado,2008,Granel sólido,0,Valparaíso,-33.64,-78.82
Isla de Pascua,Cabotaje embarcado,2008,Granel sólido,0,Valparaíso,-27.15,-109.44
Terminal OXIQUIM Quintero,Cabotaje embarcado,2008,Granel sólido,0,Valparaíso,-32.76,-71.49
Quintero,Cabotaje embarcado,2008,Granel sólido,0,Valparaíso,-32.77,-71.5
Valparaíso,Cabotaje embarcado,2008,Granel sólido,0,Valparaíso,-33.03,-71.63
San Antonio,Cabotaje embarcado,2008,Granel sólido,0,Valparaíso,-33.59,-71.62
Penco,Cabotaje embarcado,2008,Granel sólido,0,Biobío,-36.73,-73.01
Lirquén,Cabotaje embarcado,2008,Granel sólido,0,Biobío,-36.71,-72.97
Talcahuano,Cabotaje embarcado,2008,Granel sólido,0,Biobío,-36.71,-73.11
Coronel,Cabotaje embarcado,2008,Granel sólido,0,Biobío,-37.04,-73.15
Terminal OXIQUIM Coronel,Cabotaje embarcado,2008,Granel sólido,0,Biobío,-36.95,-73.17
Corral,Cabotaje embarcado,2008,Granel sólido,0,Los Ríos,-39.88,-73.42
Puerto Montt,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,-41.48,-72.96
San José de Calbuco,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,-41.79,-73.2
Calbuco,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,0,0
Pargua,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,0,0
Maullín,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,0,0
Quemchi,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,0,0
Castro,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,-42.48,-73.76
Quellón,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,-43.12,-73.58
Chonchi,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,-42.62,-73.77
Chaitén,Cabotaje embarcado,2008,Granel sólido,0,Los Lagos,-42.91,-72.72
Melinka,Cabotaje embarcado,2008,Granel sólido,0,Aysén,-43.9,-73.75
Puerto Aguirre,Cabotaje embarcado,2008,Granel sólido,0,Aysén,-45.17,-73.52
Puerto Cisnes,Cabotaje embarcado,2008,Granel sólido,0,Aysén,-44.73,-72.69
Chacabuco,Cabotaje embarcado,2008,Granel sólido,0,Aysén,-45.47,-72.83
Lago General Carrera,Cabotaje embarcado,2008,Granel sólido,0,Aysén,0,0
Puerto Natales,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,-51.75,-72.53
Otway - Isla Riesco,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,-52.94,-71.71
Punta Arenas,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,-53.17,-70.9
Tres Puentes,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,-53.12,-70.87
San Gregorio,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,-52.63,-70.2
Cabo Negro,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,-52.93,-70.8
Clarencia,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,0,0
Porvenir,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,0,0
Puerto Williams,Cabotaje embarcado,2008,Granel sólido,0,Magallanes,-54.93,-67.61
Arica,Cabotaje embarcado,2008,Sin tipificar,0,Arica y Parinacota,-18.47,-70.33
Iquique,Cabotaje embarcado,2008,Sin tipificar,0,Tarapacá,-20.2,-70.16
Patillos,Cabotaje embarcado,2008,Sin tipificar,0,Tarapacá,-20.75,-70.19
Punta Patache,Cabotaje embarcado,2008,Sin tipificar,0,Tarapacá,-20.8,-70.19
Tocopilla,Cabotaje embarcado,2008,Sin tipificar,0,Antofagasta,-22.09,-70.21
Caleta Michilla,Cabotaje embarcado,2008,Sin tipificar,0,Antofagasta,-22.72,-70.29
Mejillones,Cabotaje embarcado,2008,Sin tipificar,0,Antofagasta,-23.09,-70.42
Puerto Angamos,Cabotaje embarcado,2008,Sin tipificar,0,Antofagasta,-23.07,-70.39
Antofagasta,Cabotaje embarcado,2008,Sin tipificar,0,Antofagasta,-23.65,-70.41
Caleta Coloso,Cabotaje embarcado,2008,Sin tipificar,0,Antofagasta,-23.76,-70.47
Chañaral / Barquito,Cabotaje embarcado,2008,Sin tipificar,0,Atacama,-26.36,-70.65
Caldera / Calderilla,Cabotaje embarcado,2008,Sin tipificar,0,Atacama,-27.05,-70.84
Huasco / Guacolda,Cabotaje embarcado,2008,Sin tipificar,0,Atacama,-28.46,-71.25
Coquimbo,Cabotaje embarcado,2008,Sin tipificar,0,Coquimbo,-29.95,-71.33
Guayacán,Cabotaje embarcado,2008,Sin tipificar,0,Coquimbo,-29.97,-71.35
Punta Chungo,Cabotaje embarcado,2008,Sin tipificar,0,Coquimbo,-31.89,-71.5
Isla Juan Fernández,Cabotaje embarcado,2008,Sin tipificar,0,Valparaíso,-33.64,-78.82
Isla de Pascua,Cabotaje embarcado,2008,Sin tipificar,0,Valparaíso,-27.15,-109.44
Ventanas,Cabotaje embarcado,2008,Sin tipificar,0,Valparaíso,-32.75,-71.49
Terminal OXIQUIM Quintero,Cabotaje embarcado,2008,Sin tipificar,0,Valparaíso,-32.76,-71.49
Quintero,Cabotaje embarcado,2008,Sin tipificar,0,Valparaíso,-32.77,-71.5
Valparaíso,Cabotaje embarcado,2008,Sin tipificar,0,Valparaíso,-33.03,-71.63
San Antonio,Cabotaje embarcado,2008,Sin tipificar,0,Valparaíso,-33.59,-71.62
Penco,Cabotaje embarcado,2008,Sin tipificar,0,Biobío,-36.73,-73.01
Lirquén,Cabotaje embarcado,2008,Sin tipificar,0,Biobío,-36.71,-72.97
Talcahuano,Cabotaje embarcado,2008,Sin tipificar,0,Biobío,-36.71,-73.11
San Vicente,Cabotaje embarcado,2008,Sin tipificar,0,Biobío,-36.73,-73.14
Terminal Siderúrgico Huachipato,Cabotaje embarcado,2008,Sin tipificar,0,Biobío,-36.74,-73.13
Coronel,Cabotaje embarcado,2008,Sin tipificar,0,Biobío,-37.04,-73.15
Terminal OXIQUIM Coronel,Cabotaje embarcado,2008,Sin tipificar,0,Biobío,-36.95,-73.17
Corral,Cabotaje embarcado,2008,Sin tipificar,0,Los Ríos,-39.88,-73.42
Puerto Montt,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,-41.48,-72.96
San José de Calbuco,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,-41.79,-73.2
Calbuco,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,0,0
Pargua,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,0,0
Maullín,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,0,0
Quemchi,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,0,0
Castro,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,-42.48,-73.76
Quellón,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,-43.12,-73.58
Chonchi,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,-42.62,-73.77
Chaitén,Cabotaje embarcado,2008,Sin tipificar,0,Los Lagos,-42.91,-72.72
Melinka,Cabotaje embarcado,2008,Sin tipificar,0,Aysén,-43.9,-73.75
Puerto Aguirre,Cabotaje embarcado,2008,Sin tipificar,0,Aysén,-45.17,-73.52
Puerto Cisnes,Cabotaje embarcado,2008,Sin tipificar,0,Aysén,-44.73,-72.69
Chacabuco,Cabotaje embarcado,2008,Sin tipificar,0,Aysén,-45.47,-72.83
Lago General Carrera,Cabotaje embarcado,2008,Sin tipificar,0,Aysén,0,0
Puerto Natales,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,-51.75,-72.53
Isla Guarello,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,0,0
Pecket,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,-52.95,-71.21
Otway - Isla Riesco,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,-52.94,-71.71
Punta Arenas,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,-53.17,-70.9
Tres Puentes,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,-53.12,-70.87
San Gregorio,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,-52.63,-70.2
Cabo Negro,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,-52.93,-70.8
Clarencia,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,0,0
Porvenir,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,0,0
Puerto Williams,Cabotaje embarcado,2008,Sin tipificar,0,Magallanes,-54.93,-67.61
Patillos,Exportación,2008,Carga frigorizada,0,Tarapacá,-20.75,-70.19
Punta Patache,Exportación,2008,Carga frigorizada,0,Tarapacá,-20.8,-70.19
Tocopilla,Exportación,2008,Carga frigorizada,0,Antofagasta,-22.09,-70.21
Caleta Michilla,Exportación,2008,Carga frigorizada,0,Antofagasta,-22.72,-70.29
Puerto Angamos,Exportación,2008,Carga frigorizada,0,Antofagasta,-23.07,-70.39
Caleta Coloso,Exportación,2008,Carga frigorizada,0,Antofagasta,-23.76,-70.47
Huasco / Guacolda,Exportación,2008,Carga frigorizada,0,Atacama,-28.46,-71.25
Guayacán,Exportación,2008,Carga frigorizada,0,Coquimbo,-29.97,-71.35
Punta Chungo,Exportación,2008,Carga frigorizada,0,Coquimbo,-31.89,-71.5
Isla Juan Fernández,Exportación,2008,Carga frigorizada,0,Valparaíso,-33.64,-78.82
Isla de Pascua,Exportación,2008,Carga frigorizada,0,Valparaíso,-27.15,-109.44
Ventanas,Exportación,2008,Carga frigorizada,0,Valparaíso,-32.75,-71.49
Terminal OXIQUIM Quintero,Exportación,2008,Carga frigorizada,0,Valparaíso,-32.76,-71.49
Quintero,Exportación,2008,Carga frigorizada,0,Valparaíso,-32.77,-71.5
Penco,Exportación,2008,Carga frigorizada,0,Biobío,-36.73,-73.01
Terminal Siderúrgico Huachipato,Exportación,2008,Carga frigorizada,0,Biobío,-36.74,-73.13
Coronel,Exportación,2008,Carga frigorizada,0,Biobío,-37.04,-73.15
Terminal OXIQUIM Coronel,Exportación,2008,Carga frigorizada,0,Biobío,-36.95,-73.17
Corral,Exportación,2008,Carga frigorizada,0,Los Ríos,-39.88,-73.42
San José de Calbuco,Exportación,2008,Carga frigorizada,0,Los Lagos,-41.79,-73.2
Calbuco,Exportación,2008,Carga frigorizada,0,Los Lagos,0,0
Pargua,Exportación,2008,Carga frigorizada,0,Los Lagos,0,0
Maullín,Exportación,2008,Carga frigorizada,0,Los Lagos,0,0
Quemchi,Exportación,2008,Carga frigorizada,0,Los Lagos,0,0
Castro,Exportación,2008,Carga frigorizada,0,Los Lagos,-42.48,-73.76
Quellón,Exportación,2008,Carga frigorizada,0,Los Lagos,-43.12,-73.58
Chonchi,Exportación,2008,Carga frigorizada,0,Los Lagos,-42.62,-73.77
Chaitén,Exportación,2008,Carga frigorizada,0,Los Lagos,-42.91,-72.72
Melinka,Exportación,2008,Carga frigorizada,0,Aysén,-43.9,-73.75
Puerto Aguirre,Exportación,2008,Carga frigorizada,0,Aysén,-45.17,-73.52
Puerto Cisnes,Exportación,2008,Carga frigorizada,0,Aysén,-44.73,-72.69
Chacabuco,Exportación,2008,Carga frigorizada,0,Aysén,-45.47,-72.83
Lago General Carrera,Exportación,2008,Carga frigorizada,0,Aysén,0,0
Isla Guarello,Exportación,2008,Carga frigorizada,0,Magallanes,0,0
Pecket,Exportación,2008,Carga frigorizada,0,Magallanes,-52.95,-71.21
Otway - Isla Riesco,Exportación,2008,Carga frigorizada,0,Magallanes,-52.94,-71.71
Tres Puentes,Exportación,2008,Carga frigorizada,0,Magallanes,-53.12,-70.87
San Gregorio,Exportación,2008,Carga frigorizada,0,Magallanes,-52.63,-70.2
Cabo Negro,Exportación,2008,Carga frigorizada,0,Magallanes,-52.93,-70.8
Clarencia,Exportación,2008,Carga frigorizada,0,Magallanes,0,0
Porvenir,Exportación,2008,Carga frigorizada,0,Magallanes,0,0
Puerto Williams,Exportación,2008,Carga frigorizada,0,Magallanes,-54.93,-67.61
Punta Patache,Exportación,2008,Carga general,0,Tarapacá,-20.8,-70.19
Caleta Michilla,Exportación,2008,Carga general,0,Antofagasta,-22.72,-70.29
Puerto Angamos,Exportación,2008,Carga general,0,Antofagasta,-23.07,-70.39
Punta Chungo,Exportación,2008,Carga general,0,Coquimbo,-31.89,-71.5
Isla Juan Fernández,Exportación,2008,Carga general,0,Valparaíso,-33.64,-78.82
Isla de Pascua,Exportación,2008,Carga general,0,Valparaíso,-27.15,-109.44
Terminal OXIQUIM Quintero,Exportación,2008,Carga general,0,Valparaíso,-32.76,-71.49
Terminal Siderúrgico Huachipato,Exportación,2008,Carga general,0,Biobío,-36.74,-73.13
Terminal OXIQUIM Coronel,Exportación,2008,Carga general,0,Biobío,-36.95,-73.17
Calbuco,Exportación,2008,Carga general,0,Los Lagos,0,0
Pargua,Exportación,2008,Carga general,0,Los Lagos,0,0
Maullín,Exportación,2008,Carga general,0,Los Lagos,0,0
Quemchi,Exportación,2008,Carga general,0,Los Lagos,0,0
Castro,Exportación,2008,Carga general,0,Los Lagos,-42.48,-73.76
Quellón,Exportación,2008,Carga general,0,Los Lagos,-43.12,-73.58
Chonchi,Exportación,2008,Carga general,0,Los Lagos,-42.62,-73.77
Chaitén,Exportación,2008,Carga general,0,Los Lagos,-42.91,-72.72
Melinka,Exportación,2008,Carga general,0,Aysén,-43.9,-73.75
Puerto Aguirre,Exportación,2008,Carga general,0,Aysén,-45.17,-73.52
Puerto Cisnes,Exportación,2008,Carga general,0,Aysén,-44.73,-72.69
Lago General Carrera,Exportación,2008,Carga general,0,Aysén,0,0
Isla Guarello,Exportación,2008,Carga general,0,Magallanes,0,0
Pecket,Exportación,2008,Carga general,0,Magallanes,-52.95,-71.21
Otway - Isla Riesco,Exportación,2008,Carga general,0,Magallanes,-52.94,-71.71
Tres Puentes,Exportación,2008,Carga general,0,Magallanes,-53.12,-70.87
San Gregorio,Exportación,2008,Carga general,0,Magallanes,-52.63,-70.2
Clarencia,Exportación,2008,Carga general,0,Magallanes,0,0
Porvenir,Exportación,2008,Carga general,0,Magallanes,0,0
Puerto Williams,Exportación,2008,Carga general,0,Magallanes,-54.93,-67.61
Punta Patache,Exportación,2008,Granel líquido,0,Tarapacá,-20.8,-70.19
Caleta Michilla,Exportación,2008,Granel líquido,0,Antofagasta,-22.72,-70.29
Puerto Angamos,Exportación,2008,Granel líquido,0,Antofagasta,-23.07,-70.39
Caleta Coloso,Exportación,2008,Granel líquido,0,Antofagasta,-23.76,-70.47
Chañaral / Barquito,Exportación,2008,Granel líquido,0,Atacama,-26.36,-70.65
Punta Chungo,Exportación,2008,Granel líquido,0,Coquimbo,-31.89,-71.5
Isla Juan Fernández,Exportación,2008,Granel líquido,0,Valparaíso,-33.64,-78.82
Isla de Pascua,Exportación,2008,Granel líquido,0,Valparaíso,-27.15,-109.44
Terminal OXIQUIM Quintero,Exportación,2008,Granel líquido,0,Valparaíso,-32.76,-71.49
Penco,Exportación,2008,Granel líquido,0,Biobío,-36.73,-73.01
Terminal Siderúrgico Huachipato,Exportación,2008,Granel líquido,0,Biobío,-36.74,-73.13
Terminal OXIQUIM Coronel,Exportación,2008,Granel líquido,0,Biobío,-36.95,-73.17
Corral,Exportación,2008,Granel líquido,0,Los Ríos,-39.88,-73.42
San José de Calbuco,Exportación,2008,Granel líquido,0,Los Lagos,-41.79,-73.2
Calbuco,Exportación,2008,Granel líquido,0,Los Lagos,0,0
Pargua,Exportación,2008,Granel líquido,0,Los Lagos,0,0
Maullín,Exportación,2008,Granel líquido,0,Los Lagos,0,0
Quemchi,Exportación,2008,Granel líquido,0,Los Lagos,0,0
Castro,Exportación,2008,Granel líquido,0,Los Lagos,-42.48,-73.76
Quellón,Exportación,2008,Granel líquido,0,Los Lagos,-43.12,-73.58
Chonchi,Exportación,2008,Granel líquido,0,Los Lagos,-42.62,-73.77
Chaitén,Exportación,2008,Granel líquido,0,Los Lagos,-42.91,-72.72
Melinka,Exportación,2008,Granel líquido,0,Aysén,-43.9,-73.75
Puerto Aguirre,Exportación,2008,Granel líquido,0,Aysén,-45.17,-73.52
Puerto Cisnes,Exportación,2008,Granel líquido,0,Aysén,-44.73,-72.69
Chacabuco,Exportación,2008,Granel líquido,0,Aysén,-45.47,-72.83
Lago General Carrera,Exportación,2008,Granel líquido,0,Aysén,0,0
Puerto Natales,Exportación,2008,Granel líquido,0,Magallanes,-51.75,-72.53
Isla Guarello,Exportación,2008,Granel líquido,0,Magallanes,0,0
Pecket,Exportación,2008,Granel líquido,0,Magallanes,-52.95,-71.21
Otway - Isla Riesco,Exportación,2008,Granel líquido,0,Magallanes,-52.94,-71.71
Tres Puentes,Exportación,2008,Granel líquido,0,Magallanes,-53.12,-70.87
Clarencia,Exportación,2008,Granel líquido,0,Magallanes,0,0
Porvenir,Exportación,2008,Granel líquido,0,Magallanes,0,0
Puerto Williams,Exportación,2008,Granel líquido,0,Magallanes,-54.93,-67.61
Arica,Exportación,2008,Granel sólido,0,Arica y Parinacota,-18.47,-70.33
Caleta Michilla,Exportación,2008,Granel sólido,0,Antofagasta,-22.72,-70.29
Puerto Angamos,Exportación,2008,Granel sólido,0,Antofagasta,-23.07,-70.39
Isla Juan Fernández,Exportación,2008,Granel sólido,0,Valparaíso,-33.64,-78.82
Isla de Pascua,Exportación,2008,Granel sólido,0,Valparaíso,-27.15,-109.44
Terminal OXIQUIM Quintero,Exportación,2008,Granel sólido,0,Valparaíso,-32.76,-71.49
Quintero,Exportación,2008,Granel sólido,0,Valparaíso,-32.77,-71.5
Valparaíso,Exportación,2008,Granel sólido,0,Valparaíso,-33.03,-71.63
Lirquén,Exportación,2008,Granel sólido,0,Biobío,-36.71,-72.97
Talcahuano,Exportación,2008,Granel sólido,0,Biobío,-36.71,-73.11
Terminal Siderúrgico Huachipato,Exportación,2008,Granel sólido,0,Biobío,-36.74,-73.13
Terminal OXIQUIM Coronel,Exportación,2008,Granel sólido,0,Biobío,-36.95,-73.17
Puerto Montt,Exportación,2008,Granel sólido,0,Los Lagos,-41.48,-72.96
Calbuco,Exportación,2008,Granel sólido,0,Los Lagos,0,0
Pargua,Exportación,2008,Granel sólido,0,Los Lagos,0,0
Maullín,Exportación,2008,Granel sólido,0,Los Lagos,0,0
Quemchi,Exportación,2008,Granel sólido,0,Los Lagos,0,0
Castro,Exportación,2008,Granel sólido,0,Los Lagos,-42.48,-73.76
Quellón,Exportación,2008,Granel sólido,0,Los Lagos,-43.12,-73.58
Chonchi,Exportación,2008,Granel sólido,0,Los Lagos,-42.62,-73.77
Chaitén,Exportación,2008,Granel sólido,0,Los Lagos,-42.91,-72.72
Melinka,Exportación,2008,Granel sólido,0,Aysén,-43.9,-73.75
Puerto Aguirre,Exportación,2008,Granel sólido,0,Aysén,-45.17,-73.52
